Simulation_ID,Final_Net_Worth,Final_Roth_Balance,Total_Conversions,Total_Taxes,Roth_Preserved,Years_With_Shortfall,Worst_Year_Return,Best_Year_Return,Sequence_Risk
37,11287913.06457443,2702177.049757336,656917.3246300712,379446.28253264766,True,0,-0.14269869849279226,0.19199872380480398,0.0638246737257341
38,8474867.476557458,2690902.7421221673,617448.6269391405,385248.68861749914,True,0,-0.00960235978573051,0.15019816486764687,0.0017758157734302088
39,3137661.8310160316,1361433.9710020863,567198.5898499945,436124.223389393,False,0,-0.14470198177674717,0.17620352577095608,0.1398575065023841
40,6187144.010001248,3574465.6656194683,567198.5898499945,468609.1979750247,False,0,-0.207240540373094,0.2145463411994217,0.14327014541010358
41,2214657.1382608837,438429.27824693837,577251.3261927362,322143.85297899495,False,0,-0.09225397915614231,0.09841178588548717,0.10189553574333597
42,7415742.049470168,2320694.4377555144,611496.1933852959,385493.7888226574,True,0,-0.0551899563727052,0.19319324301999655,0.01841747383080171
43,4509737.320884238,1819094.5999619842,597613.918504412,425454.7855981291,True,0,-0.042287829456245596,0.15011122215782385,0.07531912987294569
44,13401139.496944172,4316560.333284768,655885.3447092914,379488.77582350327,True,0,-0.0747931559752863,0.21578030313774269,0.0008754980693908149
45,4065036.6365134045,829656.5438994769,694485.2410609018,373389.1369405106,True,0,-0.14681762322598718,0.3030981733335236,0.11738224171159597
46,2003397.6516831699,227169.79166922468,437198.5898499945,296233.68822173355,False,0,-0.1680981286232581,0.07375239136751893,0.13906714476113174
47,3776788.0123809683,1419882.3329007665,567198.5898499945,433830.5724909933,True,0,-0.14881451035064244,0.16498367900539898,0.05973242639695536
48,1776227.8600139453,0.0,384461.62890981993,259293.36283252318,False,3,-0.2870058504239579,0.11064199589448916,0.17040969648341897
49,11915860.560140839,2800513.1567756985,719803.1489924581,372619.7497935736,True,0,-0.030992729688488378,0.48827446699886484,0.1160188528694791
50,10562415.922990587,3192847.247303836,631059.2841725072,384688.2497902429,True,0,-0.037638030997329285,0.20221423145693748,0.003548568231390742
51,4006745.2842015577,974096.6035125221,637192.8083712024,384435.69291147304,True,0,-0.0889616400948417,0.12148586564889889,0.04076505075202287
52,7344911.612056301,2572336.1539795883,603262.1706723336,385832.8368167206,True,0,-0.016958292695413456,0.12373256988413264,0.032117415360066834
53,6573172.117245527,2234227.917640462,608666.2241421193,385610.3169679647,True,0,-0.05606875573053214,0.151074394634078,0.03655827081289982
54,1962887.6488417413,186659.78882779594,537198.5898499945,346038.45371907967,False,0,-0.277573285976956,0.10793972882611666,0.1112527768659339
55,8203168.335013552,2611924.137321935,610983.3634160805,385514.9053508016,True,0,-0.06346675289382481,0.20106431552166942,0.023912953351540686
56,5026895.345525371,1733609.7959054713,607195.9468440093,388186.8708412191,True,0,-0.04495018310734526,0.1785182119342158,0.0601060072109713
57,4393610.59679655,1408727.2527206817,590020.8251891587,396658.7028374662,True,0,-0.12665368865979892,0.14239884016793294,0.04713613737151748
58,13272211.240778768,2834236.3671184047,690271.0369088181,374005.64218432526,True,0,-0.11531549233452694,0.29581114659540475,0.14206517706895494
59,4088096.968925406,915119.3768383879,684475.9808120484,378311.5143369192,True,0,-0.125157827266191,0.26266771853315923,0.07216706630742475
60,2240687.7185928277,464459.8585788825,591738.0152965338,360850.18421773025,False,0,-0.10770737611778945,0.10711286044886965,0.11108896126526599
61,6795364.828841262,1868635.653854285,630520.2864228727,384710.44381522783,True,0,-0.09552734738725113,0.1612326924235082,0.035875482088031846
62,2311177.585916569,534949.7259026237,592130.4696380384,336556.79754814325,False,0,-0.11353676637094964,0.08495901760629627,0.09592702108254955
63,23503754.465142023,6198659.625344679,662577.4616700042,379213.2180662975,True,0,-0.03321882365921724,0.1867256944983093,0.05880898388964864
64,13737507.058339112,3386822.254907342,688361.7699753739,378151.5112537234,True,0,-0.06596953141764636,0.23863629412099485,0.0971303393308679
65,2995169.3898781193,1218941.5298641738,537198.5898499945,422276.71332323627,False,0,-0.2895277678774514,0.18095278593995295,0.13977428092790903
66,9514551.73042015,2839785.9691018206,643117.6566112427,384191.7285721773,True,0,-0.03602700892103942,0.2061801254375398,0.025659282680255746
67,9861139.617468977,2916579.154643552,633175.8563355537,384601.0968188233,True,0,-0.06042663446159832,0.18466019706940548,0.02078667382229056
68,3188223.2065548887,1370483.0210800976,602539.6378904228,444615.8304982781,True,0,-0.10086043480566291,0.12051135792292697,0.07042119236903245
69,9755640.877030944,2788789.8442782937,651933.0900427394,379454.39783416194,True,0,-0.021362025388205995,0.2516153222386363,0.01409215134856115
70,2351630.0807450186,575402.2207310732,371975.042573013,274500.6230317029,False,0,-0.35175970644959825,0.25195922178778946,0.16000045168756002
71,5766541.726899946,1713275.8371439928,633482.6030997965,384588.4660697074,True,0,-0.04152767034118821,0.1757333061078788,0.021414678118136077
72,3629921.5706149135,1794868.813317908,591324.7564482179,454735.81664503785,True,0,-0.10920672990340215,0.20313084053874617,0.1062154439330689
73,2993237.0168431127,1154278.0110551436,567198.5898499945,449352.48097096256,True,0,-0.13519503463840435,0.10451587856884366,0.10007189771975288
74,2512320.193571794,736092.3335578485,548794.6216549488,310112.5935770945,False,0,-0.10191803107974229,0.17471747708753244,0.13925450279795032
75,1776227.8600139453,0.0,314006.5905629939,235173.7888948542,False,3,-0.25015761105687073,0.19597712638398643,0.21186888630016676
76,7478174.86661643,2216543.5784082697,647198.5898499945,381916.2169923321,True,0,-0.0666401547209554,0.18633577085386965,0.0018297061521275748
77,8222406.397561861,2870251.1403847686,598716.4851198458,386020.012104176,True,0,-0.05170819051561794,0.16516364993751104,0.026786025681029807
78,1776227.8600139453,0.0,387284.82897411764,250509.48519180823,False,3,-0.24794356234062806,0.09904649923148842,0.16335716512404608
79,3865376.40869483,1249311.9867943777,628243.6149402485,405438.5353265066,True,0,-0.08085008500151915,0.11384435239116755,0.03223000023175414
80,2226039.058187772,449811.19817382685,611196.5930087263,326726.8288815874,False,0,-0.10428804272272302,0.12187758720070846,0.10056171684306572
81,4136413.3440012718,2143081.6613608575,594216.6629328257,453988.7673325968,True,0,-0.095881198379159,0.20858523910650562,0.08998345045151294
82,9374742.305261226,3429420.998495123,627888.1175955944,384818.8272375275,True,0,-0.09177896650831296,0.2502930826735399,0.03809223125054532
83,9154016.37658007,2146873.839297277,666801.3634483246,379039.2926989549,True,0,-0.062498543562512304,0.2138332013376833,0.1102602755644436
84,21930871.256504126,8211762.874972299,591026.3471846845,386336.6648426826,True,0,-0.045719865886961926,0.2105049598034003,0.06672053270161533
85,3142563.779002417,754950.0444119736,647198.5898499945,396061.0593329678,True,0,-0.103591708230799,0.13679347132684844,0.01864974443146747
86,2836417.1797559625,1060189.3197420174,487198.5898499945,332026.8660688501,False,0,-0.22347454782262852,0.18561401976424072,0.13609909942063952
87,3681360.5908652856,1905132.7308513403,567198.5898499945,422948.44073893223,False,0,-0.12460188733171762,0.19056022098003056,0.10726036898353719
88,9800545.163672011,2192193.295660841,679896.6886835187,378500.0734245645,True,0,-0.09022102778045023,0.22465051071087264,0.1265519201026324
89,16189359.168650027,2772656.5695099453,740000.0,324363.455294672,True,0,-0.06707884803009433,0.5923531675555241,0.2691232191878027
90,7763872.528495393,3012278.2830861006,613181.6454293978,385424.3878561356,True,0,-0.058021129228976266,0.205950806924995,0.020308675749108177
91,12097807.651306538,2331202.6112981355,726973.7009698355,372324.4917709757,True,0,-0.09002158869951793,0.3506911371876083,0.16719734992541158
92,4467800.482288563,1395103.3810581423,621629.1730177908,389565.28972473776,True,0,-0.08134171503027324,0.16780009785642966,0.042735961792754365
93,26553714.419974353,6621877.714733308,657942.284237977,379404.0783134986,True,0,-0.021151726656117312,0.23370733376348113,0.07360932039439147
94,4547226.313273463,1744961.8653765544,592719.1377827681,417940.5746650191,True,0,-0.06391872016125441,0.12362714657138141,0.06340073217414473
95,3592104.1469640047,802549.5345458399,625516.2648586397,384916.49176199036,True,0,-0.13994598613864065,0.16053260580391795,0.036661988469403925
96,6410336.707136173,2636754.2870132285,588172.5861380537,398404.5503542881,True,0,-0.07853949178269129,0.16427362873127982,0.06639721957530254
97,4476846.863225445,1189369.57204072,641775.7462815443,384246.9837034001,True,0,-0.0720979177716366,0.12456395251224803,0.01580632162891539
98,8121910.757630463,2517869.7242446295,627867.3191792567,384819.68364290614,True,0,-0.0204578385057232,0.13004311120952006,0.02848357566637074
99,2040071.9671097205,263844.10709577514,381514.532831835,260321.9855281736,False,0,-0.22397794449649996,0.12520747172887212,0.18126613477745152
100,5669226.012603139,1541553.7096615776,647198.5898499945,383745.6240701947,True,0,-0.07524017600565333,0.13559389456200813,0.03631057269299419
101,4412909.681607871,1780945.3025701742,585731.2543388149,426870.4586212916,True,0,-0.09636489995988537,0.16500164484398153,0.06277051376407838
102,3339345.059230588,1321229.6062728795,567198.5898499945,444253.60240420024,True,0,-0.12863557501280898,0.17448029642717136,0.08329619563863672
103,4599742.508311812,1555867.6784355561,615551.7650757553,401329.79156745574,True,0,-0.04781038582355296,0.16504762798881462,0.010948283561708606
104,9215874.995778108,2904295.3162888377,647198.5898499945,381985.68960899155,True,0,-0.03652138152925093,0.15383865930874657,0.0279606279663875
105,4350366.729698409,1553543.662572791,628667.1856949433,412971.17873162817,True,0,-0.07731131972298562,0.15781444625535576,0.024654660007225583
106,2037795.954869982,261568.09485603689,437198.5898499945,280883.57805733406,False,0,-0.17229392621688422,0.1280768003796382,0.15542054717053239
107,6379944.642513324,2009682.887021071,614012.9468383822,385390.1577981186,True,0,-0.020487683565466867,0.12143970336733978,0.012412664572289858
108,4031034.8436153717,2125067.2814995656,579926.681255548,458376.2325404878,True,0,-0.10604306417178083,0.1867920423869803,0.12074900148295602
109,1776227.8600139453,0.0,215226.04692674533,177437.33541253075,False,11,-0.39712916595515546,0.029986954685594487,0.2277943180957165
110,6518466.49763378,2180268.8788706856,611262.3153795104,385503.4190934839,True,0,-0.02449585595203619,0.14570523382985676,0.029273168798805184
111,1776227.8600139453,0.0,415607.2209790958,276010.4134970751,False,3,-0.26085799318128927,0.10955819043625085,0.15241325192852231
112,3204982.680942681,585931.812553721,647198.5898499945,378573.52014197403,True,0,-0.13733660116239613,0.2220572791308584,0.06341355611368796
113,2379257.619516501,603029.759502556,487198.5898499945,326020.7928859395,False,0,-0.1521284697143632,0.09701195172971831,0.13774113330068033
114,1776227.8600139453,0.0,310865.6664419744,213228.73843363769,False,6,-0.3345606877702255,0.05548965991961097,0.20832535890764922
115,8964469.147438936,2216663.158685097,654656.6953353401,379539.3672683131,True,0,-0.05448974498537663,0.18660193502286868,0.06461969691101031
116,2696352.891794733,920125.0317807875,585805.6429267072,401031.38278274,False,0,-0.12699742637579264,0.1072891631482728,0.05956478690313641
117,10812186.722149113,3101082.246131286,652348.0432194618,379545.6875330409,True,0,-0.06015771950849145,0.20176106617323408,0.03797152679501814
118,1776227.8600139453,0.0,179818.90721469442,141182.36527009186,False,15,-0.3703908033749931,0.11544918700283051,0.28909704484023496
119,3728546.865848587,1247567.3121061553,599231.0457406462,419244.90301267576,True,0,-0.03985745662114056,0.15447344078905342,0.029820962741990042
120,7205282.160703022,2118137.300515492,623274.8034967814,385008.78722983156,True,0,-0.04785215537646025,0.14115334181123987,0.016199519448064817
121,3645982.435547279,1869754.575533334,386830.45827176864,409427.39361252857,False,0,-0.2604320230215574,0.2606469373392658,0.15750851991632056
122,3008215.690232306,1231987.8302183603,579260.0843902375,343595.32362917584,False,0,-0.09885258074724781,0.13968581427256843,0.1077465017651099
123,2339851.5540564484,563623.6940425031,567198.5898499945,389136.9317125777,False,0,-0.24522233762041082,0.10073562318356837,0.09357884142357299
124,2419797.323314078,643569.463300133,537198.5898499945,334319.22345405887,False,0,-0.20990834595842084,0.1899324048863685,0.14437001046392356
125,7267362.888287682,1663532.779435588,686673.6925303056,378221.02032499097,True,0,-0.0727295573625233,0.3088413417676922,0.10214134153366691
126,4726825.973353952,1709370.7230488157,635311.6943902007,400059.77763828856,True,0,-0.08421870566834065,0.20960831191963886,0.04167183905322128
127,4663435.4682436865,1663416.807295341,590389.4286013268,403233.824670519,True,0,-0.0922056250175216,0.15575141721745328,0.06359271750246377
128,6816409.37503109,1724206.6056543684,645217.0582744043,384105.28262134123,True,0,-0.06935400575990804,0.15700268882400742,0.038573078647913456
129,4385175.706901796,1428845.7532364654,597802.3425293096,399694.08535609406,True,0,-0.12017907561256742,0.16846629768283547,0.06270891866297619
130,10908889.153825784,3316189.963920067,647198.5898499945,383607.42688733566,True,0,-0.04681311432564317,0.1578782457668357,0.0014061902069624418
131,11354834.943924941,4379415.635341821,599240.0965326619,385998.4516342365,True,0,-0.06362497456035451,0.24606824350401724,0.07106263285603456
132,16475822.046452796,4054534.7813442964,647794.6733877108,378543.94617005566,True,0,-0.06470020344687735,0.1670496759125709,0.07836198100427907
133,8949937.057405602,2294334.122728475,647198.5898499945,379821.82812816114,True,0,-0.09018252807866568,0.15897173394933575,0.06404019951600684
134,8207172.526933538,2590847.002315989,605597.5120421568,385736.6757014926,True,0,-0.024396415837530425,0.15703766236743114,0.017336869367889245
135,15676186.532562887,3524608.6816838165,734886.1573794063,371858.33770568203,True,0,-0.03930766324327417,0.4500466171183784,0.13841633832316924
136,5649664.636306175,1721718.3750849569,650996.4344801155,379248.3336103847,True,0,-0.11884486836712259,0.17528767604303952,0.041661386023585184
137,9239426.354521077,2767776.4547527595,618695.9553118608,385197.32803744596,True,0,-0.030915279662489303,0.18946911011457684,0.0036028550796233585
138,1776227.8600139453,0.0,398297.9022220165,248707.6849951756,False,2,-0.21079876537427258,0.1695614279266997,0.16587389941180541
139,6172480.938164281,2017910.0397761986,596704.602728634,386102.8543202847,True,0,-0.08513497339433818,0.1682758029608771,0.04929612543173435
140,3204672.0770167154,1428444.2170027702,537198.5898499945,361053.5337720932,False,0,-0.2526825969098927,0.16429149566803225,0.10613004598380141
141,2218042.376284953,441814.5162710082,565932.209271084,279463.5684324594,False,0,-0.12049804951019233,0.12338357332365191,0.12891942268867593
142,6132056.4050336545,1578188.5188653008,671241.6888252782,378856.4557716685,True,0,-0.09041564303883132,0.23700336671976419,0.09565029642105391
143,1955230.6224130038,179002.7623990586,537198.5898499945,306981.9006098448,False,0,-0.1765428484169643,0.098973135659066,0.12058245810248076
144,1776227.8600139453,0.0,537198.5898499945,295487.90559332626,False,5,-0.18722718251575246,0.08652277010290522,0.12113021890715156
145,11144843.229876857,2666674.437229106,657114.8009261321,379438.151155751,True,0,-0.053727757097645455,0.18090477378460107,0.0852719932408472
146,14322776.499918701,3603693.9880680987,652553.9958143401,379590.9971039141,True,0,-0.030954970968406666,0.21091150904381056,0.07906657570996586
147,13080729.510311536,4577413.208343426,612952.4830317784,385433.8239548611,True,0,0.013791855879987866,0.18030415936085012,0.02388476375007402
148,2518842.130855327,742614.2708413817,567198.5898499945,398955.7477967063,False,0,-0.17797170194742692,0.22616196485679796,0.11180706844605581
149,4592068.064782403,1347966.1247464602,637104.6313278287,384439.32373090606,True,0,-0.06523766571429236,0.10607123557131809,0.013267860563379433
150,4742842.795550364,2129226.129371302,614706.8499726224,434960.0397010871,True,0,-0.12466241236493093,0.17196520367835122,0.09190831897657939
151,6632627.561050514,1331479.7521866863,739913.7608758769,367210.3700538577,True,0,-0.1796839429436078,0.4471700091653477,0.16902756902829058
152,12993207.27883203,3210210.757165381,677695.496719224,378590.71074074134,True,0,-0.08207917303415968,0.30144819684684127,0.07562654901710106
153,14082060.303167408,4434866.208858774,647198.5898499945,380237.80373273155,True,0,-0.05300687823494948,0.202766964657449,0.0037458365985527237
154,4214389.25220824,1914221.9168072406,567198.5898499945,447778.54776928376,True,0,-0.16958665487778102,0.1182783093143914,0.09211209796805307
155,6303694.380921529,1915857.330766281,618310.4128930902,385213.20331351296,True,0,-0.05257619755439018,0.1434449134353222,0.005543526546958125
156,19550567.43047496,5917333.529162017,628845.5200240146,384779.40478459257,True,0,-0.03577329124789347,0.19825438988845667,0.0035740904846253696
157,9464981.292115627,2186510.28849037,654551.6767022447,379543.6915649699,True,0,-0.10820251296644962,0.17955483023994817,0.08120159747231132
158,8413621.205250949,1997715.724834379,647198.5898499945,378554.5118128128,True,0,-0.09278617039440584,0.16853584246802317,0.04227710791710165
159,2687250.7657609344,911022.9057469892,606875.5751955471,430780.13559234206,False,0,-0.08655028751558466,0.07664993573007373,0.04512040248513747
160,5413444.322034489,1826184.986144593,614496.4987094387,385370.24683872215,True,0,-0.10924715924399205,0.18394933533184554,0.026033408355391224
161,7673603.3416956505,1923913.8205741665,657464.8693939167,379423.73657178343,True,0,-0.10132982278241272,0.24148361237426816,0.0787598347648639
162,1776227.8600139453,0.0,312437.58726500516,209698.6157354256,False,4,-0.3239419758863544,0.18981174298869188,0.2074746714486655
163,1776227.8600139453,0.0,314612.0769543741,211279.40728819196,False,7,-0.35323451953237456,0.1400199696545602,0.19567883214956527
164,4226813.516629349,1006111.2784882648,647198.5898499945,380853.41483990353,True,0,-0.13742405589067358,0.15207157427038054,0.0420596707295441
165,2144049.8020172394,367821.94200329407,567198.5898499945,333601.2708570972,False,0,-0.1671668275944814,0.12694072085601485,0.12919102787918368
166,3711568.3551207976,1454672.29336638,567198.5898499945,442981.22002736485,True,0,-0.17901007748642936,0.17013202669579947,0.10755186261435658
167,20451055.93505865,4417984.571005493,729127.4191524666,372235.8092575732,True,0,-0.028063589653177477,0.39951410576807095,0.14838588721200324
168,22383617.604727566,5058539.758953398,659892.9998529418,379323.75472935295,True,0,-0.006810234294872923,0.27346146117325776,0.13498146251924725
169,27609232.12104858,7307349.04231383,663502.0031538082,379175.148711082,True,0,-0.023385581999724847,0.292073033790074,0.090117980056837
170,14671845.244823119,3353116.413474015,673743.3508813676,378753.44615759427,True,0,-0.05483466855450145,0.23515519272442567,0.1043696305448237
171,3893527.7452617474,1833640.3931640668,567198.5898499945,456487.20655017183,True,0,-0.23883281177578922,0.16538566285103767,0.09563304736142579
172,1903121.4627934229,126893.60277947767,615685.2152077224,326765.0727478446,False,0,-0.15369091973519827,0.10910542442929955,0.08061896672415514
173,2328506.593130833,552278.7331168876,567198.5898499945,373294.59187593055,False,0,-0.18310039685033191,0.11292709810664245,0.13170540869660197
174,8425007.606576608,2180934.491349738,635634.1997473626,384499.87091363117,True,0,-0.06542520454034088,0.17452369786658387,0.05877440069506171
175,8704667.764223032,1940439.5603074327,667406.1364580846,379014.39028090594,True,0,-0.04402260309409827,0.23746579333220308,0.11666770604099927
176,8779977.357646547,2372438.0163157918,642625.9298344742,384211.9761453383,True,0,-0.02646343814292039,0.1657660146609135,0.01085785567094169
177,1776227.8600139453,0.0,499732.78907975357,283803.1424841476,False,3,-0.14028350619071023,0.12911358106600732,0.14550796416842582
178,7393411.094718023,2072255.18207092,621629.2009151976,385076.5473361321,True,0,-0.04718462741695032,0.15379421546619537,0.0166457948227193
179,11716890.843810737,2894082.271197325,663011.7404809848,379195.33599761,True,0,-0.06436240432273062,0.23551281562010556,0.06497290766743734
180,1776227.8600139453,0.0,287284.82897411764,186245.8154981544,False,11,-0.29114707026242365,0.14496659527854383,0.21487485522201083
181,16818868.46831549,3754142.923278955,688168.5288254089,378159.4682422514,True,0,-0.06017762018916997,0.25211458988909113,0.10433558382376659
182,2612302.0770829646,836074.2170690194,578963.2111226354,380021.5389786168,False,0,-0.1289604246176673,0.14845036017969188,0.11946299919173743
183,4213577.020447632,1440502.4927361836,567198.5898499945,413223.9031140032,True,0,-0.11552635674124909,0.14825510513101142,0.06752825789928311
184,3297198.225486745,797370.0804199385,628228.7542246047,391547.793745746,False,0,-0.11703846913296373,0.16070676485280966,0.027622175967165992
185,4840760.550571895,1644203.0251693497,623546.5554572524,392406.47518286284,True,0,-0.08899863656219623,0.1183411610995606,0.04672073463132965
186,13926156.753452664,3652148.3203870347,647198.5898499945,380420.32092873653,True,0,-0.02910720452977524,0.18381072510416332,0.054537939439955455
187,17231743.995806597,3656991.871010511,690271.0369088181,375280.2676116656,True,0,-0.05150103232864391,0.2741760042322466,0.13248185411808142
188,2619122.6737692915,842894.8137553461,599101.5195641875,404825.42947340704,False,0,-0.07395190870149251,0.12345163317754636,0.09566652566234486
189,17085968.340184912,3108628.159163141,739913.7608758769,360197.74868385406,True,0,-0.11561663131488416,0.42905374157784326,0.2482262544466624
190,5266472.974992226,1122278.088813652,657037.9648134925,379441.31499568326,True,0,-0.12735481494129175,0.20014587950194734,0.06703805755826828
191,11179270.410596745,2989773.549604364,643466.0250236442,384177.38399049017,True,0,-0.04908872674008155,0.16288400814259793,0.0331840329476146
192,4090409.2758412734,2208380.5662104557,591789.8208295213,452418.32933932927,True,0,-0.09398505390096695,0.24228020655802823,0.0825777761132635
193,3045238.7485681553,869070.6002030569,600307.5785264774,417723.40193664224,True,0,-0.11733230677229167,0.11207566668901953,0.0282339376704647
194,8785801.547404986,2797387.210776586,629707.487648271,384743.91200006433,True,0,-0.027183086723275077,0.17706795279737247,0.0013688670588373614
195,2388317.2069422407,612089.3469282952,604168.7165636597,412664.8860427844,False,0,-0.1231722737746366,0.09078307161598596,0.07923975322007634
196,8021352.7418169025,2595298.378899358,623988.7975055462,384979.38747652946,True,0,-0.009333542333641365,0.18779642815500502,0.029593555441133533
197,13950394.221660031,4056103.2072258214,643787.2998270958,384164.1550279951,True,0,-0.027184547913423247,0.1609460051002358,0.040337961524023525
198,31793587.56907539,6499848.105258806,711576.1553386142,372958.5083557907,True,0,-0.12961346677734914,0.3780407608441806,0.1572013680625547
199,4799111.386305688,1244906.1182873277,623413.0425437457,385003.0950337801,True,0,-0.12372403426437002,0.11199570571909546,0.0035113069731355223
200,11807465.135108758,3349898.7913277056,663941.7187848218,379157.04277333437,True,0,-0.06215356124544834,0.24167675504184097,0.06681833155291902
201,13188659.690539405,2942004.1137700435,690271.0369088181,374674.9947604324,True,0,-0.0619344826926369,0.2764099933675034,0.12364526738550305
202,10678799.778140439,3337345.8011577176,636619.608242376,384459.29526971886,True,0,-0.00924503033145328,0.17192433675028226,0.013818006770086474
203,1776227.8600139453,0.0,214322.3795438668,167661.32154193087,False,11,-0.32822713078036514,0.1329395861680317,0.25145170817643236
204,6712814.448667482,2444445.4377255314,607004.591993811,385678.737115248,True,0,-0.06331691680624311,0.23332123254457104,0.04559257440823172
205,10671243.225899037,2457348.432484016,675201.4877166377,378693.40522908315,True,0,-0.06207586256496935,0.20899757643519826,0.130454095395211
206,14561194.384554038,5060708.71975476,631746.4395784625,384659.95515587996,True,0,-0.07824801499377924,0.22957951976520152,0.032344030188245707
207,6389615.005116019,2157661.53202052,625035.6149833207,384936.2832274446,True,0,-0.02870835379469383,0.1419676286758186,0.03087982580792688
